ZONE CHART,,,,,,
UPS Ground/UPS 3 Day Select/UPS 2nd Day Air/UPS 2nd Day Air A.M./UPS Next Day Air Saver/UPS Next Day Air,,,,,,

For shipments originating in ZIP Codes 884-01 to 884-99.  To determine zone,,,,,,
take the first three digits of the receiver's ZIP Code and refer to the chart below:,,,,,,

ZONES,,,,,,
Dest. ZIP,Ground,3 Day Select,2nd Day Air,2nd Day Air A.M.,Next Day Air Saver,Next Day Air

004-005,7,307,207,247,137,107
006-007,-,-,225,-,-,125
008,-,-,[1],-,-,[1]
009,-,-,225,-,-,125
010-018,7,307,207,247,137,107
019,8,308,208,248,138,108
020-024,7,307,207,247,137,107
025-026,8,308,208,248,138,108
027-037,7,307,207,247,137,107
038-049,8,308,208,248,138,108
050-089,7,307,207,247,137,107
090-099,-,-,-,-,-,-
100-142,7,307,207,247,137,107
143,6,306,206,246,136,106
144-146,7,307,207,247,137,107
147,6,306,206,246,136,106
148-149,7,307,207,247,137,107
150-165,6,306,206,246,136,106
166-199,7,307,207,247,137,107
200-214,7,307,207,247,137,107
215,6,306,206,246,136,106
216-227,7,307,207,247,137,107
228-229,6,306,206,246,136,106
230-239,7,307,207,247,137,107
240-253,6,306,206,246,136,106
254,7,307,207,247,137,107
255-277,6,306,206,246,136,106
278-279,7,307,207,247,137,107
280-283,6,306,206,246,136,106
284-285,7,307,207,247,137,107
286-299,6,306,206,246,136,106
300-324,6,306,206,246,136,106
325,5,305,205,245,135,105
326-328,6,306,206,246,136,106
329-334,7,307,207,247,137,107
335-338,6,306,206,246,136,106
339,7,307,207,247,137,107
340,-,-,-,-,-,-
341,7,307,207,247,137,107
342-347,6,306,206,246,136,106
349,7,307,207,247,137,107
350-359,5,305,205,245,135,105
360-364,6,306,206,246,136,106
365-367,5,305,205,245,135,105
368,6,306,206,246,136,106
369-372,5,305,205,245,135,105
373-374,6,306,206,246,136,106
375,5,305,205,-,-,105
376-379,6,306,206,246,136,106
380-397,5,305,205,245,135,105
398-399,6,306,206,246,136,106
400-402,5,305,205,245,135,105
403-418,6,306,206,246,136,106
420-424,5,305,205,245,135,105
425-426,6,306,206,246,136,106
427,5,305,205,245,135,105
430-459,6,306,206,246,136,106
460-464,5,305,205,245,135,105
465-468,6,306,206,246,136,106
469,5,305,205,245,135,105
470,6,306,206,246,136,106
471,5,305,205,245,135,105
472-473,6,306,206,246,136,106
474-479,5,305,205,245,135,105
480-499,6,306,206,246,136,106
500-514,5,305,205,245,135,105
515-516,4,304,204,244,134,104
520-540,5,305,205,245,135,105
541-543,6,306,206,246,136,106
544,5,305,205,245,135,105
545,6,306,206,-,136,106
546-598,5,305,205,245,135,105
599,6,306,206,246,136,106
600-639,5,305,205,245,135,105
640-645,4,304,204,244,134,104
646,5,305,205,245,135,105
647-649,4,304,204,244,134,104
650-655,5,305,205,245,135,105
656-676,4,304,204,244,134,104
677-679,3,303,203,243,133,103
680-693,4,304,204,244,134,104
700-709,5,305,205,245,135,105
710-711,4,304,204,244,134,104
712-717,5,305,205,245,135,105
718-719,4,304,204,244,134,104
720-725,5,305,205,245,135,105
726-734,4,304,204,244,134,104
735-736,3,303,203,243,133,103
737,4,304,204,244,134,104
738-739,3,303,203,243,133,103
740-769,4,304,204,244,134,104
770-772,5,305,205,245,135,105
773,4,304,204,244,134,104
774-777,5,305,205,245,135,105
778-782,4,304,204,244,134,104
783-785,5,305,205,245,135,105
786-789,4,304,204,244,134,104
790-791,2,302,202,242,132,102
792,3,303,203,-,-,103
793-794,2,302,202,242,132,102
795-799,3,303,203,243,133,103
800-802,3,303,203,243,133,103
803-805,4,304,204,244,134,104
806,3,303,203,243,133,103
807,4,304,204,244,134,104
808-814,3,303,203,243,133,103
815-820,4,304,204,244,134,104
821,5,305,205,-,-,105
822-823,4,304,204,-,134,104
824,5,305,205,-,135,105
825-826,4,304,204,244,134,104
827-828,5,305,205,-,135,105
829-831,4,304,204,244,134,104
832-834,5,305,205,245,135,105
835,6,306,206,-,136,106
836-837,5,305,205,245,135,105
838,6,306,206,-,136,106
840-853,4,304,204,244,134,104
854,5,305,205,-,-,105
855-864,4,304,204,244,134,104
865,3,303,203,-,-,103
870-874,3,303,203,243,133,103
875-877,2,302,202,242,132,102
878-880,3,303,203,243,133,103
881-884,2,302,202,-,132,102
885,3,303,203,-,-,103
889-898,5,305,205,245,135,105
900-939,5,305,205,245,135,105
940-941,6,306,206,246,136,106
942,5,305,205,245,135,105
943-949,6,306,206,246,136,106
950-953,5,305,205,245,135,105
954-955,6,306,206,246,136,106
956-958,5,305,205,245,135,105
959-960,6,306,206,246,136,106
961,5,305,205,-,135,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962-966,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967-968,-,-,[2],-,-,[2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,-,-,[1],-,-,[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970-978,6,306,206,246,136,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,5,305,205,-,135,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980-994,6,306,206,246,136,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995-999,-,-,[3],-,-,[3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,



"[1] For Virgin Islands, Guam, Marshall Islands, etc., please refer to the Worldwide Rate and Zone information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

"[2] For Hawaii, the following Postal Codes are Zone 124 for Next Day Air and Zone 224 for 2nd Day Air:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96701,96706,96707,96709,96712,96717,96730,96731,96734,96744,96759,96762,96782,96786,96789,96791,96792,96795,96797,96801,96802,96803,96804,96805,96806,96807,96808,96809,96810,96811,96812,96813,96814,96815,96816,96817,96818,96819,96820,96821,96822,96823,96824,96825,96826,96827,96828,96830,96835,96836,96837,96838,96839,96840,96841,96842,96843,96844,96845,96846,96847,96848,96849,96850,96853,96854,96857,96858,96859,96860,96861,96862,96863,96898
"For Hawaii, the following Postal Codes are Zone 126 for Next Day Air and Zone 226 for 2nd Day Air:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96703,96704,96705,96708,96710,96713,96714,96715,96716,96718,96719,96720,96721,96722,96725,96726,96727,96728,96729,96732,96733,96737,96738,96739,96740,96741,96742,96743,96745,96746,96747,96748,96749,96750,96751,96752,96753,96754,96755,96756,96757,96760,96761,96763,96764,96765,96766,96767,96768,96769,96770,96771,96772,96773,96774,96775,96776,96777,96778,96779,96780,96781,96783,96784,96785,96788,96790,96793,96796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

"[3] For Alaska, the following Postal Codes are Zone 124 for Next Day Air and Zone 224 for 2nd Day Air:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
