Extended Area Surcharge Listing
"EFFECTIVE JANUARY 5, 2004"

"An Extended Area Surcharge applies to UPS Worldwide Express Plus, "
"UPS Worldwide Express, and UPS Worldwide Expedited shipments to all"
the destinations and from certain origins listed in the following chart.

Locate the destination or origin country.  Locate the Postal Code or City.
"If the Postal Code or City is not listed, ""All Other Points"" applies."

"If ""YES"" is indicated in the ""Extended Area Surcharge"" column next to the"
"destination, a surcharge applies to your export shipment."

"If ""YES"" is indicated in the ""Extended Area Surcharge"" column AND "
"an asterisk is shown next to the origin, a surcharge applies to your import shipment."

"If a surcharge applies, add $20 or $.20 per pound (whichever is greater) to the ",,,
charges for your shipment.,,,

"Note: In the Extended Area Surcharge postal code listings for France, Guatemala, ",,,
"and Spain, some programs may drop the leading zeros.  For example, 6260 ",,,
should actually read as 06260.,,,

Destination,,,Extended Area
Country,Postal Codes,Cities,Surcharge

France,38750,,Yes
France,38860,,Yes
France,38880,,Yes
France,38930,,Yes
France,38970,,Yes
France,39220,,Yes
France,39310,,Yes
France,39400,,Yes
France,48000-48999,,Yes
France,56360,,Yes
France,56590,,Yes
France,56780,,Yes
France,56840,,Yes
France,63113,,Yes
France,63240,,Yes
France,63610,,Yes
France,63680,,Yes
France,63850,,Yes
France,64190-64199,,Yes
France,64210-64499,,Yes
France,64510-64599,,Yes
France,64610-64999,,Yes
France,65001-65099,,Yes
France,65101-65419,,Yes
France,65421-65999,,Yes
France,66001-66999,,Yes
France,73120,,Yes
France,73150,,Yes
France,73270,,Yes
France,73320,,Yes
France,73340,,Yes
France,73350,,Yes
France,73440,,Yes
France,73450,,Yes
France,73480,,Yes
France,73500,,Yes
France,73530,,Yes
France,73550,,Yes
France,73590,,Yes
France,73620,,Yes
France,73630,,Yes
France,73710,,Yes
France,73870,,Yes
France,74110,,Yes
France,74120,,Yes
France,74170,,Yes
France,74190,,Yes
France,74220,,Yes
France,74260,,Yes
France,74310,,Yes
France,74340,,Yes
France,74360,,Yes
France,74390,,Yes
France,74400,,Yes
France,74420,,Yes
France,74430,,Yes
France,74440,,Yes
France,74450,,Yes
France,74470,,Yes
France,74480,,Yes
France,74490,,Yes
France,74660,,Yes
France,74920,,Yes
France,85330,,Yes
France,85630,,Yes
France,85680,,Yes
France,85740,,Yes
France,88340,,Yes
France,All Other Points,,

Georgia,384500-384520,,Yes
Georgia,384690-384698,,Yes
Georgia,All Other Points,,

Germany,18561-18565,,Yes
Germany,25846-25849,,Yes
Germany,25859,,Yes
Germany,25863,,Yes
Germany,25869,,Yes
Germany,25929-25999,,Yes
Germany,26453-26486,,Yes
Germany,26533-26548,,Yes
Germany,26557-26579,,Yes
Germany,26737-26757,,Yes
Germany,27483-27499,,Yes
Germany,All Other Points,,

Greece,00000-10430,,Yes
Greece,17779-18119,,Yes
Greece,18864-19000,,Yes
Greece,19601-53999,,Yes
Greece,57501-99999,,Yes
Greece,All Other Points,,

Guatemala,01058-01066,,Yes
Guatemala,01069-01072,,Yes
Guatemala,02001-02015,,Yes
Guatemala,03001-03017,,Yes
Guatemala,04001-04016,,Yes
Guatemala,05001,,Yes
Guatemala,05003-05007,,Yes
Guatemala,05009-05021,,Yes
Guatemala,06001-06027,,Yes
Guatemala,07001-07024,,Yes
Guatemala,08001-08008,,Yes
Guatemala,09001-09034,,Yes
Guatemala,10001-10030,,Yes
Guatemala,11001-11014,,Yes
Guatemala,12001-12050,,Yes
Guatemala,13001-13041,,Yes
Guatemala,14001-14025,,Yes
Guatemala,15001-15012,,Yes
Guatemala,16001-16026,,Yes
Guatemala,17001-17029,,Yes
Guatemala,18001-18024,,Yes
Guatemala,19001-19018,,Yes
Guatemala,20001-20020,,Yes
Guatemala,21001-21008,,Yes
Guatemala,22001-22027,,Yes
Guatemala,All Other Points,,

Guyana,,BARTICA,Yes
Guyana,,FORT WELLINGTON,Yes
Guyana,,HOPETOWN,Yes
Guyana,,MAHAICA,Yes
Guyana,,MAHAICONY,Yes
Guyana,,OREALLA,Yes
Guyana,,ROCKSTONE,Yes
Guyana,All Other Points,,

Haiti,,CAP HAITIEN,Yes
Haiti,,GONAIVES,Yes
Haiti,,JEREMIE,Yes
Haiti,,LEOGANE,Yes
Haiti,,PETIT GOAVE,Yes
Haiti,,SAINT MARC,Yes
Haiti,All Other Points,,

Honduras,,CAMPAMENTO ,Yes
Honduras,,CATACAMAS ,Yes
Honduras,,CHOLUTECA,Yes
Honduras,,COLON,Yes
Honduras,,COMAYAGUA,Yes
Honduras,,DANLI,Yes
Honduras,,EL PROGRESO,Yes
Honduras,,EL ZAMORANO ,Yes
Honduras,,GRACIAS,Yes
Honduras,,GUAYMACA ,Yes
Honduras,,INTIBUCA ,Yes
Honduras,,ISLAS DE LA BAHIA,Yes
Honduras,,ISLAS GUANAJA,Yes
Honduras,,JUTICALPA,Yes
Honduras,,LA CEIBA,Yes
Honduras,,LA ESPERANZA ,Yes
Honduras,,LA PAZ,Yes
Honduras,,MARCALA ,Yes
Honduras,,NACAOME,Yes
Honduras,,OJOJONA ,Yes
Honduras,,PESPIRE ,Yes
Honduras,,RIO HONDO ,Yes
Honduras,,SABANAGRANDE ,Yes
Honduras,,SAN ANTONIO DE FLORES ,Yes
Honduras,,SAN LORENZOITIES,Yes
Honduras,,SAN MARCOS DE COLON ,Yes
Honduras,,SANTA ANA ,Yes
Honduras,,SANTA BARBARA,Yes
Honduras,,SANTA LUCIA ,Yes
Honduras,,SANTA ROSA DE COPAN,Yes
Honduras,,TALANGA ,Yes
Honduras,,TATUMBLA ,Yes
Honduras,,TELA,Yes
Honduras,,TRUJILLO,Yes
Honduras,,VALLE DE ANGELES,Yes
Honduras,,VILLA SAN FRANCISCO ,Yes
Honduras,,YORO,Yes
Honduras,,ZAMBRANO ,Yes
Honduras,All Other Points,,

Hungary,0000-0999,,Yes
Hungary,2000-9999,,Yes
Hungary,All Other Points,,

India,000000-110000,,Yes
India,208023-211000,,Yes
India,221107-221400,,Yes
India,231003-242000,,Yes
India,250302-271000,,Yes
India,271862-281000,,Yes
India,313902-342000,,Yes
India,477118-482000,,Yes
India,485006-490000,,Yes
India,495224-500000,,Yes
India,530036-560000,,Yes
India,620023-624600,,Yes
India,626725-631914,,Yes
India,631916-635125,,Yes
India,721605-734400,,Yes
India,760003-781000,,Yes
India,788002-793000,,Yes
India,800021-826000,,Yes
India,834013-999999,,Yes
India,All Other Points,,

Indonesia,00000-09999,,Yes
Indonesia,14471-14999,,Yes
Indonesia,15900-16109,,Yes
Indonesia,16400-16409,,Yes
Indonesia,16500-16509,,Yes
Indonesia,16600-16609,,Yes
Indonesia,16900-16909,,Yes
Indonesia,17000-17109,,Yes
Indonesia,17700-19109,,Yes
Indonesia,19131-20109,,Yes
Indonesia,20500-28109,,Yes
Indonesia,28400-28709,,Yes
Indonesia,28800-29110,,Yes
Indonesia,29156-29410,,Yes
Indonesia,29488-39999,,Yes
Indonesia,40910-41109,,Yes
Indonesia,41200-41209,,Yes
Indonesia,41300-41309,,Yes
Indonesia,41400-42109,,Yes
Indonesia,42200-43356,,Yes
Indonesia,43361-45109,,Yes
Indonesia,45200-49999,,Yes
Indonesia,50300-50509,,Yes
Indonesia,50700-55109,,Yes
Indonesia,55300-55509,,Yes
Indonesia,55600-55609,,Yes
Indonesia,56552-57109,,Yes
Indonesia,57200-57209,,Yes
Indonesia,57300-57309,,Yes
Indonesia,57600-57609,,Yes
Indonesia,57772-59109,,Yes
Indonesia,59200-60109,,Yes
Indonesia,60300-61109,,Yes
Indonesia,61200-61209,,Yes
Indonesia,61300-61309,,Yes
Indonesia,61400-63109,,Yes
Indonesia,63200-63409,,Yes
Indonesia,63500-65109,,Yes
Indonesia,65300-67109,,Yes
Indonesia,67200-75109,,Yes
Indonesia,75300-76109,,Yes
Indonesia,76200-80109,,Yes
Indonesia,80600-90109,,Yes
Indonesia,90300-95109,,Yes
Indonesia,95400-99999,,Yes
Indonesia,All Other Points,,

Italy,21-25,,Yes
Italy,27-33,,Yes
Italy,2020-2030,,Yes
Italy,3046-3049,,Yes
Italy,4017,,Yes
Italy,4020-4021,,Yes
Italy,4025-4029,,Yes
Italy,5010-5014,,Yes
Italy,5016-5017,,Yes
Italy,5020,,Yes
Italy,5022-5025,,Yes
Italy,5028,,Yes
Italy,5030-5034,,Yes
Italy,5037,,Yes
Italy,5039,,Yes
Italy,6010,,Yes
Italy,6020,,Yes
Italy,6026-6028,,Yes
Italy,6040-6041,,Yes
Italy,6043,,Yes
Italy,6046-6047,,Yes
Italy,6060,,Yes
Italy,11010,,Yes
Italy,11012,,Yes
Italy,11025,,Yes
Italy,12010,,Yes
Italy,12019-12020,,Yes
Italy,12027,,Yes
Italy,12034,,Yes
Italy,12070-12071,,Yes
Italy,12073-12074,,Yes
Italy,12080-12082,,Yes
Italy,13020-13028,,Yes
Italy,15010,,Yes
Italy,15012-15032,,Yes
Italy,15034-15039,,Yes
Italy,15041-15047,,Yes
Italy,15049-15056,,Yes
Italy,15058-15060,,Yes
Italy,15064-15066,,Yes
Italy,15069-15075,,Yes
Italy,15077-15079,,Yes
Italy,16010-16023,,Yes
Italy,16025-16029,,Yes
Italy,16041,,Yes
Italy,16045,,Yes
Italy,16048-16049,,Yes
Italy,17010-17011,,Yes
Italy,17013-17017,,Yes
Italy,17020-17023,,Yes
Italy,17025-17030,,Yes
Italy,17032-17039,,Yes
Italy,17041-17046,,Yes
Italy,17048-17055,,Yes
Italy,17058,,Yes
Italy,18020-18037,,Yes
Italy,19010-19020,,Yes
Italy,19022-19033,,Yes
Italy,19035-19037,,Yes
Italy,22018,,Yes
Italy,22021-22025,,Yes
Italy,22027,,Yes
Italy,22034,,Yes
Italy,23030-23033,,Yes
Italy,23035,,Yes
Italy,23038,,Yes
Italy,23802-23806,,Yes
Italy,23811-23819,,Yes
Italy,24012-24017,,Yes
Italy,24023,,Yes
Italy,24028-24029,,Yes
Italy,24031,,Yes
Italy,24037-24038,,Yes
Italy,24051,,Yes
Italy,24053-24056,,Yes
Italy,24062-24063,,Yes
Italy,24065,,Yes
Italy,25022-25023,,Yes
Italy,25041-25044,,Yes
Italy,25047-25048,,Yes
Italy,25051-25061,,Yes
Italy,25063,,Yes
Italy,25071-25072,,Yes
Italy,25074,,Yes
Italy,25083-25084,,Yes
Italy,25088,,Yes
Italy,26011-26012,,Yes
Italy,26015,,Yes
Italy,26018,,Yes
Italy,26021,,Yes
Italy,26024,,Yes
Italy,26026,,Yes
Italy,26031-26034,,Yes
Italy,26036-26038,,Yes
Italy,26042,,Yes
Italy,26045-26049,,Yes
Italy,27014-27015,,Yes
Italy,27017-27018,,Yes
Italy,27021,,Yes
Italy,27027,,Yes
Italy,27031-27033,,Yes
Italy,27037,,Yes
Italy,27039,,Yes
Italy,27041-27042,,Yes
Italy,27044-27048,,Yes
Italy,27050-27057,,Yes
Italy,27059,,Yes
Italy,28815-28819,,Yes
Italy,28824-28826,,Yes
Italy,28836,,Yes
Italy,28839-28843,,Yes
Italy,28851-28854,,Yes
Italy,28856-28858,,Yes
Italy,28861-28864,,Yes
Italy,28866-28879,,Yes
Italy,28892-28897,,Yes
Italy,29013-29016,,Yes
Italy,29018-29019,,Yes
Italy,29021-29025,,Yes
Italy,29028-29029,,Yes
Italy,30010,,Yes
Italy,30013-30014,,Yes
Italy,30021,,Yes
Italy,30028,,Yes
Italy,31012,,Yes
Italy,31017,,Yes
Italy,31054,,Yes
Italy,32011-32012,,Yes
Italy,32022-32024,,Yes
Italy,32027,,Yes
Italy,32031,,Yes
Italy,32033-32035,,Yes
Italy,32041,,Yes
Italy,32047,,Yes
Italy,33015-33016,,Yes
Italy,33021-33024,,Yes
Italy,33027,,Yes
Italy,33045-33046,,Yes
Italy,33090,,Yes
Italy,33094-33095,,Yes
Italy,36012,,Yes
Italy,36032,,Yes
Italy,36046,,Yes
Italy,36052,,Yes
Italy,36062,,Yes
Italy,37028,,Yes
Italy,37030,,Yes
Italy,38018,,Yes
Italy,38030,,Yes
Italy,38058,,Yes
Italy,38089,,Yes
Italy,39016,,Yes
Italy,39020,,Yes
Italy,39027,,Yes
Italy,39029-39030,,Yes
Italy,39040-39041,,Yes
Italy,39050-39051,,Yes
Italy,39054,,Yes
Italy,39056,,Yes
Italy,39058-39059,,Yes
Italy,40020-40022,,Yes
Italy,40025,,Yes
Italy,40032,,Yes
Italy,40034-40036,,Yes
Italy,40040,,Yes
Italy,40042,,Yes
Italy,40045,,Yes
Italy,40048,,Yes
Italy,40060,,Yes
Italy,40063,,Yes
Italy,41020-41025,,Yes
Italy,41027,,Yes
Italy,41029,,Yes
Italy,41035,,Yes
Italy,41038,,Yes
Italy,41040,,Yes
Italy,41044-41047,,Yes
Italy,41055,,Yes
Italy,42032-42033,,Yes
Italy,42036-42037,,Yes
Italy,42039,,Yes
Italy,43011,,Yes
Italy,43020-43021,,Yes
Italy,43024-43025,,Yes
Italy,43028,,Yes
Italy,43032,,Yes
Italy,43041-43043,,Yes
Italy,43047,,Yes
Italy,43050-43051,,Yes
Italy,43053,,Yes
Italy,43057,,Yes
Italy,44010,,Yes
Italy,44017,,Yes
Italy,44020,,Yes
Italy,44026,,Yes
Italy,46022,,Yes
Italy,46028,,Yes
Italy,47011-47013,,Yes
Italy,47016-47018,,Yes
Italy,47021,,Yes
Italy,47026-47028,,Yes
Italy,47824-47825,,Yes
Italy,47833-47837,,Yes
Italy,47842,,Yes
Italy,47854-47855,,Yes
Italy,47890,,Yes
Italy,47893-47894,,Yes
Italy,47896,,Yes
Italy,47898,,Yes
Italy,48013,,Yes
Italy,48025,,Yes
Italy,48028,,Yes
Italy,50020,,Yes
Italy,50022,,Yes
Italy,50030,,Yes
Italy,50033-50035,,Yes
Italy,50060,,Yes
Italy,50066,,Yes
Italy,51020,,Yes
Italy,51022-51028,,Yes
Italy,52012-52018,,Yes
Italy,52021-52024,,Yes
Italy,52029-52036,,Yes
Italy,52038,,Yes
Italy,52041-52043,,Yes
Italy,52045-52047,,Yes
Italy,53010,,Yes
Italy,53030,,Yes
Italy,53040-53041,,Yes
Italy,53047,,Yes
Italy,54010-54030,,Yes
Italy,55019-55022,,Yes
Italy,55024-55028,,Yes
Italy,55030-55031,,Yes
Italy,55033-55036,,Yes
Italy,55038,,Yes
Italy,55050-55053,,Yes
Italy,55055-55057,,Yes
Italy,55060-55065,,Yes
Italy,55067-55068,,Yes
Italy,56032-56037,,Yes
Italy,56040-56041,,Yes
Italy,56045-56046,,Yes
Italy,56048,,Yes
Italy,57030-57039,,Yes
Italy,58010-58014,,Yes
Italy,58017-58018,,Yes
Italy,58020,,Yes
Italy,58025-58030,,Yes
Italy,58032,,Yes
Italy,58034,,Yes
Italy,58038,,Yes
Italy,58040,,Yes
Italy,58044,,Yes
Italy,58050,,Yes
Italy,58053-58055,,Yes
Italy,59022-59028,,Yes
Italy,60011,,Yes
Italy,60013,,Yes
Italy,60017-60018,,Yes
Italy,60029,,Yes
Italy,60031-60034,,Yes
Italy,60038-60042,,Yes
Italy,60045-60046,,Yes
Italy,60049,,Yes
Italy,61013-61014,,Yes
Italy,61016-61019,,Yes
Italy,61021,,Yes
Italy,61023-61024,,Yes
Italy,61026,,Yes
Italy,61028,,Yes
Italy,61037-61039,,Yes
Italy,61041-61044,,Yes
Italy,61046-61048,,Yes
Italy,62021,,Yes
Italy,62025-62026,,Yes
Italy,62034-62039,,Yes
Italy,63010-63012,,Yes
Italy,63020-63021,,Yes
Italy,63024-63032,,Yes
Italy,63034-63036,,Yes
Italy,63040-63041,,Yes
Italy,63043-63045,,Yes
Italy,63047-63049,,Yes
Italy,64010,,Yes
Italy,64012-64013,,Yes
Italy,64015,,Yes
Italy,64017,,Yes
Italy,64020,,Yes
Italy,64024,,Yes
Italy,64027,,Yes
Italy,64030-64049,,Yes
Italy,65011-65012,,Yes
Italy,65014,,Yes
Italy,65017,,Yes
Italy,65019-65029,,Yes
Italy,66010-66012,,Yes
Italy,66014-66019,,Yes
Italy,66021-66022,,Yes
Italy,66030-66033,,Yes
Italy,66036-66038,,Yes
Italy,66040,,Yes
Italy,66042-66047,,Yes
Italy,66050-66053,,Yes
Italy,67010-67038,,Yes
Italy,67040-67050,,Yes
Italy,67052-67069,,Yes
Italy,70011,,Yes
Italy,70034,,Yes
Italy,70036,,Yes
Italy,70040-70041,,Yes
Italy,70046,,Yes
Italy,70055,,Yes
Italy,70058,,Yes
Italy,71012-71015,,Yes
Italy,71017-71028,,Yes
Italy,71030-71035,,Yes
Italy,71037-71041,,Yes
Italy,71046-71048,,Yes
Italy,72020,,Yes
Italy,72022,,Yes
Italy,72024-72029,,Yes
Italy,73011-73012,,Yes
Italy,73015-73019,,Yes
Italy,73021-73023,,Yes
Italy,73025-73029,,Yes
Italy,73031-73038,,Yes
Italy,73041,,Yes
Italy,73045,,Yes
Italy,73047,,Yes
Italy,73049-73054,,Yes
Italy,73056,,Yes
Italy,73058-73059,,Yes
Italy,74010-74014,,Yes
Italy,74017-74019,,Yes
Italy,74021-74022,,Yes
Italy,74025,,Yes
Italy,74027-74028,,Yes
Italy,75010-75029,,Yes
Italy,85010-85018,,Yes
Italy,85020-85038,,Yes
Italy,85040,,Yes
Italy,85042-85044,,Yes
Italy,85046,,Yes
Italy,85048-85059,,Yes
Italy,86010-86033,,Yes
Italy,86035-86038,,Yes
Italy,86040-86049,,Yes
Italy,86070-86075,,Yes
Italy,86077-86097,,Yes
Italy,All Other Points,,

Jamaica,,ABOVE ROCKS,Yes
Jamaica,,ADELPHI,Yes
Jamaica,,AEOLUS VALLEY,Yes
Jamaica,,AIRY CASTLE,Yes
Jamaica,,ALBION,Yes
Jamaica,,ALEXANDRIA,Yes
Jamaica,,ALLEY,Yes
Jamaica,,ALLIGATOR POND,Yes
Jamaica,,AMITY CROSS,Yes
Jamaica,,ANGELS,Yes
Jamaica,,ANNOTTO BAY,Yes
Jamaica,,ASHTON,Yes
Jamaica,,AUCHINDOWN,Yes
Jamaica,,AUCHTEMBEDDIE,Yes
Jamaica,,AUGUST TOWN,Yes
Jamaica,,BACK PASTURE,Yes
Jamaica,,BAILEYS VALE,Yes
Jamaica,,BALACLAVA,Yes
Jamaica,,BALCARRES,Yes
Jamaica,,BALLYNURE,Yes
Jamaica,,BAMBOO,Yes
Jamaica,,BANANA GROUND,Yes
Jamaica,,BAPTIST,Yes
Jamaica,,BARKING LODGE,Yes
Jamaica,,BEECHAMVILLE,Yes
Jamaica,,BEESTON SPRING,Yes
Jamaica,,BELFIELD,Yes
Jamaica,,BELL FIELD,Yes
Jamaica,,BELLE CASTLE,Yes
Jamaica,,BELLE PLAIN,Yes
Jamaica,,BELLEFIELD,Yes
Jamaica,,BELLVUE HEIGHTS,Yes
Jamaica,,BELMONT,Yes
Jamaica,,BELVEDERE,Yes
Jamaica,,BENGAL BRIDGE,Yes
Jamaica,,BETHEL TOWN,Yes
Jamaica,,BIDEFORD,Yes
Jamaica,,BIG WOODS,Yes
Jamaica,,BIRNAMWOOD,Yes
Jamaica,,BITO,Yes
Jamaica,,BLACK HILL,Yes
Jamaica,,BLACK RIVER,Yes
Jamaica,,BLACK ROCK,Yes
Jamaica,,BLENHEIM,Yes
Jamaica,,BLUEFIELDS,Yes
Jamaica,,BOG WALK,Yes
Jamaica,,BOGUE,Yes
Jamaica,,BONHAM,Yes
Jamaica,,BONHAM SPRINGS,Yes
Jamaica,,BONNEVILLE,Yes
Jamaica,,BOSTON BAY,Yes
Jamaica,,BOWDEN,Yes
Jamaica,,BRANDON HILL,Yes
Jamaica,,BRASS RIVER,Yes
Jamaica,,BREASTWORKS,Yes
Jamaica,,BRIDGE PEN,Yes
Jamaica,,BRIMMER HALL,Yes
Jamaica,,BRITTONVILLE,Yes
Jamaica,,BRIXTON HILL,Yes
Jamaica,,BROADGATE,Yes
Jamaica,,BROKENBANK,Yes
Jamaica,,BROMPTON,Yes
Jamaica,,BUCKUP,Yes
Jamaica,,BUFF BAY,Yes
Jamaica,,BULL BAY,Yes
Jamaica,,BULL SAVANNAH,Yes
Jamaica,,BURLINGTON,Yes
Jamaica,,BURNT SAVANNAH,Yes
Jamaica,,CAENWOOD,Yes
Jamaica,,CAINES SHOP,Yes
Jamaica,,CAMBRIDGE HILL,Yes
Jamaica,,CARMEL,Yes
Jamaica,,CARTON,Yes
Jamaica,,CASA MARIA,Yes
Jamaica,,CASCADE,Yes
Jamaica,,CASHEW,Yes
Jamaica,,CASHEW RIDGE,Yes
Jamaica,,CASSAVA RIVER,Yes
Jamaica,,CASTLETON,Yes
Jamaica,,CAVALIERS,Yes
Jamaica,,CAVE,Yes
Jamaica,,CAVE VALLEY,Yes
Jamaica,,CEDAR GROVE,Yes
Jamaica,,CEDAR VALLEY,Yes
Jamaica,,CESSNOCK,Yes
Jamaica,,CHALKY HILL,Yes
Jamaica,,CHAREY,Yes
Jamaica,,CHARLES TOWN,Yes
Jamaica,,CHEAPSIDE,Yes
Jamaica,,CHICHESTER,Yes
Jamaica,,CHRISTIANA,Yes
Jamaica,,CHURCH CORNER,Yes
Jamaica,,CLANDON,Yes
Jamaica,,CLARENDON PARK,Yes
Jamaica,,CLARKS TOWN,Yes
Jamaica,,CLARK'S TOWN,Yes
Jamaica,,CLARKSON VILLE,Yes
Jamaica,,CLIFTON,Yes
Jamaica,,CLONMEL,Yes
Jamaica,,COAKLEY,Yes
Jamaica,,COLEY,Yes
Jamaica,,COMFORT VILLAGE,Yes
Jamaica,,CONTENT,Yes
Jamaica,,CONTENT VILLAGE,Yes
Jamaica,,COOKS GATE,Yes
Jamaica,,COOPER'S HILL,Yes
Jamaica,,CORAL SPRING,Yes
Jamaica,,CORNWALL BARRACKS,Yes
Jamaica,,CORNWALL MOUNTAIN,Yes
Jamaica,,CRAIGMILL,Yes
Jamaica,,CROWN LANDS,Yes
Jamaica,,CUFFY GULLY,Yes
Jamaica,,CULLODEN,Yes
Jamaica,,CURATOE HILLS,Yes
Jamaica,,DANKS,Yes
Jamaica,,DANVERS PEN,Yes
Jamaica,,DARLISTON,Yes
Jamaica,,DAVIS TOWN,Yes
Jamaica,,DEAN PEN,Yes
Jamaica,,DEANS VALLEY,Yes
Jamaica,,DEVON,Yes
Jamaica,,DEVON PEN,Yes
Jamaica,,DIABLO,Yes
Jamaica,,DOVER CASTLE,Yes
Jamaica,,DOWNS,Yes
Jamaica,,DRAPERS,Yes
Jamaica,,DUCKENFIELD,Yes
Jamaica,,DUCKENFIELD HALL,Yes
Jamaica,,DUMP,Yes
Jamaica,,DUNCANS,Yes
Jamaica,,EASINGTON,Yes
Jamaica,,EAST LACOVIA,Yes
Jamaica,,EATON,Yes
Jamaica,,ELEVEN MILE,Yes
Jamaica,,ELIM,Yes
Jamaica,,ELLEN STREET,Yes
Jamaica,,ELYSIUM,Yes
Jamaica,,EMMAUS,Yes
Jamaica,,ENFIELD,Yes
Jamaica,,EPSOM,Yes
Jamaica,,ERIN,Yes
Jamaica,,EWARTON,Yes
Jamaica,,FAIR PROSPECT,Yes
Jamaica,,FAIRFIELD,Yes
Jamaica,,FAIRY HILL,Yes
Jamaica,,FAITHS PEN,Yes
Jamaica,,FELLOWSHIP HALL,Yes
Jamaica,,FERRIS CROSS,Yes
Jamaica,,FISH RIVER,Yes
Jamaica,,FISHBROOK,Yes
Jamaica,,"FLAMSTEAD, ST ANDREW",Yes
Jamaica,,FLAT BRIDGE,Yes
Jamaica,,FLINT RIVER,Yes
Jamaica,,FORT STEWART,Yes
Jamaica,,FRANKFIELD,Yes
Jamaica,,FRIENDSHIP,Yes
Jamaica,,FULLERSWOOD,Yes
Jamaica,,GALINA,Yes
Jamaica,,GALLOWAY,Yes
Jamaica,,GANDY,Yes
Jamaica,,GEORGES PLAIN,Yes
Jamaica,,GEORGE'S PLAIN,Yes
Jamaica,,GLEN ISLAY,Yes
Jamaica,,GLENROY,Yes
Jamaica,,GOLDEN GROVE,Yes
Jamaica,,GOOD HOPE,Yes
Jamaica,,GRANGE LANE,Yes
Jamaica,,GRANTS PEN,Yes
Jamaica,,GREEN CASTLE,Yes
Jamaica,,GREEN ISLAND,Yes
Jamaica,,GREEN VALE,Yes
Jamaica,,GREEN WALL,Yes
Jamaica,,GRIERFIELD,Yes
Jamaica,,GROVE PLACE,Yes
Jamaica,,HAGUE,Yes
Jamaica,,HALBERSTADT,Yes
Jamaica,,HALL HEAD,Yes
Jamaica,,HAMPDEN,Yes
Jamaica,,HAMPTON COURT,Yes
Jamaica,,HAPPY GROVE,Yes
Jamaica,,HARTFORD,Yes
Jamaica,,HATFIELD,Yes
Jamaica,,HEARTEASE,Yes
Jamaica,,HECTORS RIVER,Yes
Jamaica,,HECTOR'S RIVER,Yes
Jamaica,,HERTFORD,Yes
Jamaica,,HIDDEN SPRING,Yes
Jamaica,,HIGHGATE,Yes
Jamaica,,HODGES,Yes
Jamaica,,HOLLAND,Yes
Jamaica,,HOPE BAY,Yes
Jamaica,,HOPE VILLAGE,Yes
Jamaica,,HOPEWELL,Yes
Jamaica,,HORDLEY,Yes
Jamaica,,INDUSTRY,Yes
Jamaica,,INDUSTRY VILLAGE,Yes
Jamaica,,ISLINGTON,Yes
Jamaica,,ITER BOREALE,Yes
Jamaica,,JACKS RIVER,Yes
Jamaica,,JOE HUT,Yes
Jamaica,,JUNCTION,Yes
Jamaica,,KENT VILLAGE,Yes
Jamaica,,KNAPDALE,Yes
Jamaica,,KNOCKPATRICK,Yes
Jamaica,,KNOLLIS,Yes
Jamaica,,LACOVIA TOMBSTONE,Yes
Jamaica,,LANCASTER,Yes
Jamaica,,LAWRENCE TAVERN,Yes
Jamaica,,LAZARETTO,Yes
Jamaica,,LEEDS,Yes
Jamaica,,LEITH HALL,Yes
Jamaica,,LENOX,Yes
Jamaica,,LEWIS STORE,Yes
Jamaica,,LINSTEAD,Yes
Jamaica,,LIONEL TOWN,Yes
Jamaica,,LITCHFIELD,Yes
Jamaica,,LITITZ,Yes
Jamaica,,LITTLE BAY,Yes
Jamaica,,LITTLE LONDON,Yes
Jamaica,,LLANDEWEY,Yes
Jamaica,,LLANRUMNEY,Yes
Jamaica,,LLOYDS,Yes
Jamaica,,LODGE,Yes
Jamaica,,LOGWOOD,Yes
Jamaica,,LONG BAY,Yes
Jamaica,,LONG HILL,Yes
Jamaica,,LONG MOUNT,Yes
Jamaica,,LOVELY POINT,Yes
Jamaica,,LOW GROUND,Yes
Jamaica,,LUANA,Yes
Jamaica,,LUCKY VALLEY,Yes
Jamaica,,LUMSDEN,Yes
Jamaica,,LYDFORD,Yes
Jamaica,,LYSSONS,Yes
Jamaica,,MAHOE GARDENS,Yes
Jamaica,,MAHOGANY VALE,Yes
Jamaica,,MAIDSTONE,Yes
Jamaica,,MALVERN,Yes
Jamaica,,MALVERN WELL,Yes
Jamaica,,MANCHIONEAL,Yes
Jamaica,,MANNINGS HILL,Yes
Jamaica,,MARK POST,Yes
Jamaica,,MARTHA BRAE,Yes
Jamaica,,MARTINS,Yes
Jamaica,,MEDINA,Yes
Jamaica,,MILE GULLY,Yes
Jamaica,,MISKITO COVE,Yes
Jamaica,,MIZPAH,Yes
Jamaica,,MONEAGUE,Yes
Jamaica,,MONTPELIER,Yes
Jamaica,,MORANT BAY,Yes
Jamaica,,MORELAND HILL,Yes
Jamaica,,MORELANDS,Yes
Jamaica,,MORGANS,Yes
Jamaica,,MORGANS PASS,Yes
Jamaica,,MOUNT CAREY,Yes
Jamaica,,MOUNT GRACE,Yes
Jamaica,,MOUNTAINSIDE,Yes
Jamaica,,MT AIRY,Yes
Jamaica,,MT CHARLES,Yes
Jamaica,,MT FRIENDSHIP,Yes
Jamaica,,MT HERMON,Yes
Jamaica,,MT INDUSTRY,Yes
Jamaica,,MT PLEASANT,Yes
