ZONE CHART,,,,,,
UPS Ground/UPS 3 Day Select/UPS 2nd Day Air/UPS 2nd Day Air A.M./UPS Next Day Air Saver/UPS Next Day Air,,,,,,

For shipments originating in ZIP Codes 383-01 to 383-99.  To determine zone,,,,,,
take the first three digits of the receiver's ZIP Code and refer to the chart below:,,,,,,

ZONES,,,,,,
Dest. ZIP,Ground,3 Day Select,2nd Day Air,2nd Day Air A.M.,Next Day Air Saver,Next Day Air

004-005,5,305,205,245,135,105
006-007,-,-,225,-,-,125
008,-,-,[1],-,-,[1]
009,-,-,225,-,-,125
010-013,5,305,205,245,135,105
014,6,306,206,246,136,106
015-016,5,305,205,245,135,105
017-033,6,306,206,246,136,106
034,5,305,205,245,135,105
035,6,306,206,246,136,106
036,5,305,205,-,135,105
037-050,6,306,206,246,136,106
051-054,5,305,205,245,135,105
055-056,6,306,206,246,136,106
057,5,305,205,245,135,105
058-059,6,306,206,246,136,106
060-089,5,305,205,245,135,105
090-099,-,-,-,-,-,-
100-128,5,305,205,245,135,105
129,6,306,206,246,136,106
130-149,5,305,205,245,135,105
150-157,4,304,204,244,134,104
158-159,5,305,205,245,135,105
160-163,4,304,204,244,134,104
164-199,5,305,205,245,135,105
200-214,5,305,205,245,135,105
215,4,304,204,244,134,104
216-227,5,305,205,245,135,105
228-229,4,304,204,244,134,104
230-238,5,305,205,245,135,105
239-253,4,304,204,244,134,104
254,5,305,205,245,135,105
255-277,4,304,204,244,134,104
278-279,5,305,205,245,135,105
280-283,4,304,204,244,134,104
284-285,5,305,205,245,135,105
286-288,4,304,204,244,134,104
289,3,303,203,-,-,103
290-299,4,304,204,244,134,104
300-303,3,303,203,243,133,103
304,4,304,204,244,134,104
305,3,303,203,243,133,103
306,4,304,204,244,134,104
307,3,303,203,243,133,103
308-310,4,304,204,244,134,104
311,3,303,203,243,133,103
312-326,4,304,204,244,134,104
327-339,5,305,205,245,135,105
340,-,-,-,-,-,-
341-342,5,305,205,245,135,105
344,4,304,204,244,134,104
346-349,5,305,205,245,135,105
350-354,3,303,203,243,133,103
355-358,2,302,202,242,132,102
359-362,3,303,203,243,133,103
363-366,4,304,204,244,134,104
367-369,3,303,203,243,133,103
370-372,2,302,202,242,132,102
373-374,3,303,203,243,133,103
375,2,302,202,-,-,102
376,4,304,204,244,134,104
377-379,3,303,203,243,133,103
380-384,2,302,202,242,132,102
385,3,303,203,243,133,103
386,2,302,202,242,132,102
387,3,303,203,243,133,103
388-389,2,302,202,242,132,102
390-394,3,303,203,243,133,103
395,4,304,204,244,134,104
396-397,3,303,203,243,133,103
398,4,304,204,244,134,104
399,3,303,203,243,133,103
400-409,3,303,203,243,133,103
410-412,4,304,204,244,134,104
413-414,3,303,203,-,133,103
415-418,4,304,204,244,134,104
420-424,2,302,202,242,132,102
425-427,3,303,203,243,133,103
430-459,4,304,204,244,134,104
460-462,3,303,203,243,133,103
463-470,4,304,204,244,134,104
471-472,3,303,203,243,133,103
473,4,304,204,244,134,104
474-475,3,303,203,243,133,103
476-477,2,302,202,242,132,102
478,3,303,203,243,133,103
479-496,4,304,204,244,134,104
497-499,5,305,205,245,135,105
500-511,4,304,204,244,134,104
512-513,5,305,205,245,135,105
514-539,4,304,204,244,134,104
540-545,5,305,205,245,135,105
546,4,304,204,244,134,104
547-548,5,305,205,245,135,105
549,4,304,204,244,134,104
550-558,5,305,205,245,135,105
559,4,304,204,244,134,104
560-585,5,305,205,245,135,105
586-595,6,306,206,246,136,106
596-599,7,307,207,247,137,107
600-616,4,304,204,244,134,104
617-628,3,303,203,243,133,103
629,2,302,202,242,132,102
630-634,3,303,203,243,133,103
635,4,304,204,244,134,104
636,3,303,203,243,133,103
637-639,2,302,202,242,132,102
640-649,4,304,204,244,134,104
650-652,3,303,203,243,133,103
653,4,304,204,244,134,104
654-658,3,303,203,243,133,103
660-676,4,304,204,244,134,104
677-679,5,305,205,245,135,105
680-686,4,304,204,244,134,104
687,5,305,205,245,135,105
688-689,4,304,204,244,134,104
690-693,5,305,205,245,135,105
700-711,4,304,204,244,134,104
712,3,303,203,243,133,103
713-714,4,304,204,244,134,104
