ZONE CHART,,,,,,
UPS Ground/UPS 3 Day Select/UPS 2nd Day Air/UPS 2nd Day Air A.M./UPS Next Day Air Saver/UPS Next Day Air,,,,,,

For shipments originating in ZIP Codes 730-01 to 732-99.  To determine zone,,,,,,
take the first three digits of the receiver's ZIP Code and refer to the chart below:,,,,,,

ZONES,,,,,,
Dest. ZIP,Ground,3 Day Select,2nd Day Air,2nd Day Air A.M.,Next Day Air Saver,Next Day Air

004-005,6,306,206,246,136,106
006-007,-,-,225,-,-,125
008,-,-,[1],-,-,[1]
009,-,-,225,-,-,125
010-011,7,307,207,247,137,107
012,6,306,206,246,136,106
013-051,7,307,207,247,137,107
052,6,306,206,-,136,106
053-063,7,307,207,247,137,107
064-089,6,306,206,246,136,106
090-099,-,-,-,-,-,-
100-128,6,306,206,246,136,106
129,7,307,207,247,137,107
130-149,6,306,206,246,136,106
150-153,5,305,205,245,135,105
154-199,6,306,206,246,136,106
200-239,6,306,206,246,136,106
240-243,5,305,205,245,135,105
244-245,6,306,206,246,136,106
246-253,5,305,205,245,135,105
254,6,306,206,246,136,106
255-264,5,305,205,245,135,105
265,6,306,206,246,136,106
266,5,305,205,-,135,105
267-268,6,306,206,246,136,106
270-274,5,305,205,245,135,105
275-279,6,306,206,246,136,106
280-282,5,305,205,245,135,105
283-285,6,306,206,246,136,106
286-293,5,305,205,245,135,105
294-295,6,306,206,246,136,106
296-299,5,305,205,245,135,105
300-326,5,305,205,245,135,105
327-339,6,306,206,246,136,106
340,-,-,-,-,-,-
341-342,6,306,206,246,136,106
344,5,305,205,245,135,105
346-349,6,306,206,246,136,106
350-353,5,305,205,245,135,105
354-355,4,304,204,244,134,104
356-368,5,305,205,245,135,105
369,4,304,204,-,134,104
370-374,5,305,205,245,135,105
375,4,304,204,-,-,104
376-379,5,305,205,245,135,105
380-384,4,304,204,244,134,104
385,5,305,205,245,135,105
386-397,4,304,204,244,134,104
398-399,5,305,205,245,135,105
400-418,5,305,205,245,135,105
420,4,304,204,244,134,104
421-422,5,305,205,245,135,105
423-424,4,304,204,244,134,104
425-475,5,305,205,245,135,105
476-477,4,304,204,244,134,104
478-499,5,305,205,245,135,105
500-516,4,304,204,244,134,104
520-521,5,305,205,245,135,105
522-528,4,304,204,244,134,104
530-560,5,305,205,245,135,105
