ZONE CHART,,,,,,
UPS Ground/UPS 3 Day Select/UPS 2nd Day Air/UPS 2nd Day Air A.M./UPS Next Day Air Saver/UPS Next Day Air,,,,,,

For shipments originating in ZIP Codes 950-01 to 951-99.  To determine zone,,,,,,
take the first three digits of the receiver's ZIP Code and refer to the chart below:,,,,,,

ZONES,,,,,,
Dest. ZIP,Ground,3 Day Select,2nd Day Air,2nd Day Air A.M.,Next Day Air Saver,Next Day Air

004-005,8,308,208,248,138,108
006-007,-,-,225,-,-,125
008,-,-,[1],-,-,[1]
009,-,-,225,-,-,125
010-089,8,308,208,248,138,108
090-099,-,-,-,-,-,-
100-199,8,308,208,248,138,108
200-299,8,308,208,248,138,108
300-339,8,308,208,248,138,108
340,-,-,-,-,-,-
341-374,8,308,208,248,138,108
375,7,307,207,-,-,107
376-379,8,308,208,248,138,108
380-381,7,307,207,247,137,107
382-385,8,308,208,248,138,108
386-387,7,307,207,247,137,107
388,8,308,208,248,138,108
389-392,7,307,207,247,137,107
393-399,8,308,208,248,138,108
400-418,8,308,208,248,138,108
420,7,307,207,247,137,107
421-497,8,308,208,248,138,108
498-499,7,307,207,247,137,107
500-509,7,307,207,247,137,107
510-511,6,306,206,246,136,106
512-514,7,307,207,247,137,107
515,6,306,206,246,136,106
516-528,7,307,207,247,137,107
530-534,8,308,208,248,138,108
535-567,7,307,207,247,137,107
570-577,6,306,206,246,136,106
580-582,7,307,207,247,137,107
583-588,6,306,206,246,136,106
590-591,5,305,205,245,135,105
592-593,6,306,206,-,-,106
594-599,5,305,205,245,135,105
600-609,8,308,208,248,138,108
610-663,7,307,207,247,137,107
664-666,6,306,206,246,136,106
667,7,307,207,247,137,107
668-672,6,306,206,246,136,106
673,7,307,207,247,137,107
674-693,6,306,206,246,136,106
700-704,8,308,208,248,138,108
705-729,7,307,207,247,137,107
730-732,6,306,206,246,136,106
733,7,307,207,-,-,107
734-739,6,306,206,246,136,106
740-745,7,307,207,247,137,107
746,6,306,206,246,136,106
747,7,307,207,-,137,107
748,6,306,206,246,136,106
749-759,7,307,207,247,137,107
760-764,6,306,206,246,136,106
765-767,7,307,207,247,137,107
768-769,6,306,206,246,136,106
770-787,7,307,207,247,137,107
788,6,306,206,246,136,106
789,7,307,207,-,-,107
790-797,6,306,206,246,136,106
798-799,5,305,205,245,135,105
800-832,5,305,205,245,135,105
833,4,304,204,244,134,104
834-835,5,305,205,245,135,105
836-837,4,304,204,244,134,104
838,5,305,205,-,135,105
840-844,4,304,204,244,134,104
845,5,305,205,-,-,105
846-851,4,304,204,244,134,104
852,5,305,205,245,135,105
853-854,4,304,204,244,134,104
855-859,5,305,205,245,135,105
860-864,4,304,204,244,134,104
865-880,5,305,205,245,135,105
881,6,306,206,-,136,106
882-885,5,305,205,-,135,105
889-893,4,304,204,244,134,104
894-897,3,303,203,243,133,103
898,4,304,204,-,-,104
900-918,3,303,203,243,133,103
919-929,4,304,204,244,134,104
930-933,3,303,203,243,133,103
934,2,302,202,242,132,102
935,3,303,203,243,133,103
936-954,2,302,202,242,132,102
955,3,303,203,243,133,103
956-959,2,302,202,242,132,102
960-961,3,303,203,243,133,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962-966,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
