Domestic Services,
DOMESTIC ZONE CHARTS,
Air Services Zone Chart,
Determine the zone for your shipment from the chart below.,

Zones for Air Service to the Lower 48 States,

Services,Zones
UPS Next Day Air Early A.M.®,24
UPS Next Day Air®,24
UPS Next Day Air Saver®,20
UPS 2nd Day Air A.M.®,18
UPS 2nd Day Air®,14
