ZONE CHART,,,,,,
UPS Ground/UPS 3 Day Select/UPS 2nd Day Air/UPS 2nd Day Air A.M./UPS Next Day Air Saver/UPS Next Day Air,,,,,,

For shipments originating in ZIP Codes 829-01 to 830-99.  To determine zone,,,,,,
take the first three digits of the receiver's ZIP Code and refer to the chart below:,,,,,,

ZONES,,,,,,
Dest. ZIP,Ground,3 Day Select,2nd Day Air,2nd Day Air A.M.,Next Day Air Saver,Next Day Air

004-005,8,308,208,248,138,108
006-007,-,-,225,-,-,125
8,-,-,[1],-,-,[1]
9,-,-,225,-,-,125
010-053,8,308,208,248,138,108
54,7,307,207,247,137,107
055-069,8,308,208,248,138,108
070-076,7,307,207,247,137,107
77,8,308,208,248,138,108
078-083,7,307,207,247,137,107
84,8,308,208,248,138,108
085-086,7,307,207,247,137,107
087-089,8,308,208,248,138,108
090-099,-,-,-,-,-,-
100-104,7,307,207,247,137,107
105-108,8,308,208,248,138,108
109-113,7,307,207,247,137,107
114-115,8,308,208,248,138,108
116,7,307,207,247,137,107
117-119,8,308,208,248,138,108
120-123,7,307,207,247,137,107
124-126,8,308,208,248,138,108
127-199,7,307,207,247,137,107
200-299,7,307,207,247,137,107
300-306,7,307,207,247,137,107
307,6,306,206,246,136,106
308-328,7,307,207,247,137,107
329-334,8,308,208,248,138,108
335-338,7,307,207,247,137,107
339,8,308,208,248,138,108
340,-,-,-,-,-,-
341,8,308,208,248,138,108
342-347,7,307,207,247,137,107
349,8,308,208,248,138,108
350-359,6,306,206,246,136,106
360-361,7,307,207,247,137,107
362,6,306,206,246,136,106
363-364,7,307,207,247,137,107
365-367,6,306,206,246,136,106
368,7,307,207,247,137,107
369-375,6,306,206,246,136,106
376-379,7,307,207,247,137,107
380-397,6,306,206,246,136,106
398-399,7,307,207,247,137,107
400-410,6,306,206,246,136,106
411-412,7,307,207,247,137,107
413-414,6,306,206,-,136,106
415-416,7,307,207,-,137,107
417-436,6,306,206,246,136,106
437-447,7,307,207,247,137,107
448-456,6,306,206,246,136,106
457,7,307,207,247,137,107
458-499,6,306,206,246,136,106
500-528,5,305,205,245,135,105
530-537,6,306,206,246,136,106
538,5,305,205,245,135,105
539,6,306,206,246,136,106
540,5,305,205,245,135,105
541-543,6,306,206,246,136,106
544,5,305,205,245,135,105
545,6,306,206,-,136,106
546-548,5,305,205,245,135,105
549,6,306,206,246,136,106
550-572,5,305,205,245,135,105
573-577,4,304,204,244,134,104
580-584,5,305,205,245,135,105
585-588,4,304,204,244,134,104
590-591,3,303,203,243,133,103
592-599,4,304,204,244,134,104
600-611,6,306,206,246,136,106
612,5,305,205,245,135,105
613,6,306,206,246,136,106
614-616,5,305,205,245,135,105
617-622,6,306,206,246,136,106
623,5,305,205,245,135,105
624-633,6,306,206,246,136,106
634-635,5,305,205,245,135,105
636-639,6,306,206,246,136,106
640-675,5,305,205,245,135,105
676-679,4,304,204,244,134,104
680-687,5,305,205,245,135,105
688-693,4,304,204,244,134,104
700-717,6,306,206,246,136,106
718-719,5,305,205,245,135,105
720-725,6,306,206,246,136,106
726-738,5,305,205,245,135,105
739,4,304,204,-,-,104
740-755,5,305,205,245,135,105
756,6,306,206,246,136,106
757-758,5,305,205,245,135,105
759,6,306,206,246,136,106
760-769,5,305,205,245,135,105
770-785,6,306,206,246,136,106
786-788,5,305,205,245,135,105
789,6,306,206,-,-,106
790-791,4,304,204,244,134,104
792-799,5,305,205,245,135,105
800-809,3,303,203,243,133,103
810-811,4,304,204,244,134,104
